1,1,70,1,No Collection,No Collection,No Collection
10886,40121,3,1,NULL,Field Harvest,No comments
10887,40122,3,1,NULL,Field Harvest,No comments
10888,40123,3,1,NULL,Field Harvest,No comments
10889,40124,3,1,NULL,Field Harvest,No comments
10890,40125,3,1,NULL,Field Harvest,No comments
10891,40126,3,1,NULL,Field Harvest,No comments
10892,40127,3,1,NULL,Field Harvest,No comments
10893,40128,3,1,NULL,Field Harvest,No comments
10894,40129,3,1,NULL,Field Harvest,No comments
10895,40130,3,1,NULL,Field Harvest,No comments
10896,40131,3,1,NULL,Field Harvest,No comments
10897,40132,3,1,NULL,Field Harvest,No comments
10898,40133,3,1,NULL,Field Harvest,No comments
10899,40135,3,1,NULL,Field Harvest,No comments
10900,40136,3,1,NULL,Field Harvest,No comments
10901,40137,3,1,NULL,Field Harvest,No comments
10902,40138,3,1,NULL,Field Harvest,No comments
10903,40139,3,1,NULL,Field Harvest,No comments
10904,40140,3,1,NULL,Field Harvest,No comments
10905,40141,3,1,NULL,Field Harvest,No comments
10906,40142,3,1,NULL,Field Harvest,No comments
10907,40143,3,1,NULL,Field Harvest,No comments
10908,40144,3,1,NULL,Field Harvest,No comments
10909,40145,3,1,NULL,Field Harvest,No comments
10910,40146,3,1,NULL,Field Harvest,No comments
10911,40147,3,1,NULL,Field Harvest,No comments
10912,40148,3,1,NULL,Field Harvest,No comments
10913,40149,3,1,NULL,Field Harvest,No comments
10914,40151,3,1,NULL,Field Harvest,No comments
10915,40152,3,1,NULL,Field Harvest,No comments
10916,40153,3,1,NULL,Field Harvest,No comments
10917,40154,3,1,NULL,Field Harvest,No comments
10918,40155,3,1,NULL,Field Harvest,No comments
10919,40156,3,1,NULL,Field Harvest,No comments
10920,40157,3,1,NULL,Field Harvest,No comments
10921,40158,3,1,NULL,Field Harvest,No comments
10922,40159,3,1,NULL,Field Harvest,No comments
10923,40160,3,1,NULL,Field Harvest,No comments
10924,40161,3,1,NULL,Field Harvest,No comments
10925,40162,3,1,NULL,Field Harvest,No comments
10926,40163,3,1,NULL,Field Harvest,No comments
10927,40164,3,1,NULL,Field Harvest,No comments
10928,40165,3,1,NULL,Field Harvest,No comments
10929,40166,3,1,NULL,Field Harvest,No comments
10930,40167,3,1,NULL,Field Harvest,No comments
10931,40168,3,1,NULL,Field Harvest,No comments
10932,40170,3,1,NULL,Field Harvest,No comments
10933,40171,3,1,NULL,Field Harvest,No comments
10934,40172,3,1,NULL,Field Harvest,No comments
10935,40173,3,1,NULL,Field Harvest,No comments
10936,40174,3,1,NULL,Field Harvest,No comments
10937,40175,3,1,NULL,Field Harvest,No comments
10938,40177,3,1,NULL,Field Harvest,No comments
10939,40178,3,1,NULL,Field Harvest,No comments
10940,40179,3,1,NULL,Field Harvest,No comments
10941,40180,3,1,NULL,Field Harvest,No comments
10942,40181,3,1,NULL,Field Harvest,No comments
10943,40182,3,1,NULL,Field Harvest,No comments
10944,40183,3,1,NULL,Field Harvest,No comments
10945,40184,3,1,NULL,Field Harvest,No comments
10946,40185,3,1,NULL,Field Harvest,No comments
10947,40186,3,1,NULL,Field Harvest,No comments
10948,40187,3,1,NULL,Field Harvest,No comments
10949,40188,3,1,NULL,Field Harvest,No comments
10950,40189,3,1,NULL,Field Harvest,No comments
10951,40191,3,1,NULL,Field Harvest,No comments
10952,40192,3,1,NULL,Field Harvest,No comments
10953,40193,3,1,NULL,Field Harvest,No comments
10954,40194,3,1,NULL,Field Harvest,No comments
10955,40195,3,1,NULL,Field Harvest,No comments
10956,40196,3,1,NULL,Field Harvest,No comments
10957,40197,3,1,NULL,Field Harvest,No comments
10958,40198,3,1,NULL,Field Harvest,No comments
10959,40199,3,1,NULL,Field Harvest,No comments
10960,40200,3,1,NULL,Field Harvest,No comments
10961,40201,3,1,NULL,Field Harvest,No comments
10962,40202,3,1,NULL,Field Harvest,No comments
10963,40203,3,1,NULL,Field Harvest,No comments
10964,40204,3,1,NULL,Field Harvest,No comments
10965,40205,3,1,NULL,Field Harvest,No comments
10966,40206,3,1,NULL,Field Harvest,No comments
10967,40207,3,1,NULL,Field Harvest,No comments
10968,40208,3,1,NULL,Field Harvest,No comments
10969,40210,3,1,NULL,Field Harvest,No comments
10970,40211,3,1,NULL,Field Harvest,No comments
10971,40212,3,1,NULL,Field Harvest,No comments
10972,40213,3,1,NULL,Field Harvest,No comments
10973,40214,3,1,NULL,Field Harvest,No comments
10974,40215,3,1,NULL,Field Harvest,No comments
10975,40216,3,1,NULL,Field Harvest,No comments
10976,40217,3,1,NULL,Field Harvest,No comments
10977,40218,3,1,NULL,Field Harvest,No comments
10978,40219,3,1,NULL,Field Harvest,No comments
10979,40220,3,1,NULL,Field Harvest,No comments
10980,40221,3,1,NULL,Field Harvest,No comments
10981,40222,3,1,NULL,Field Harvest,No comments
10982,40224,3,1,NULL,Field Harvest,No comments
10983,40225,3,1,NULL,Field Harvest,No comments
10984,40226,3,1,NULL,Field Harvest,No comments
10985,40227,3,1,NULL,Field Harvest,No comments
10986,40229,3,1,NULL,Field Harvest,No comments
10987,40230,3,1,NULL,Field Harvest,No comments
10988,40231,3,1,NULL,Field Harvest,No comments
10989,40232,3,1,NULL,Field Harvest,No comments
10990,40233,3,1,NULL,Field Harvest,No comments
10991,40234,3,1,NULL,Field Harvest,No comments
10992,40235,3,1,NULL,Field Harvest,No comments
10993,40236,3,1,NULL,Field Harvest,No comments
10994,40237,3,1,NULL,Field Harvest,No comments
10995,40238,3,1,NULL,Field Harvest,No comments
10996,40239,3,1,NULL,Field Harvest,No comments
10997,40240,3,1,NULL,Field Harvest,No comments
10998,40242,3,1,NULL,Field Harvest,No comments
10999,40243,3,1,NULL,Field Harvest,No comments
11000,40244,3,1,NULL,Field Harvest,No comments
11001,40245,3,1,NULL,Field Harvest,No comments
11002,40246,3,1,NULL,Field Harvest,No comments
11003,40247,3,1,NULL,Field Harvest,No comments
11004,40248,3,1,NULL,Field Harvest,No comments
11005,40249,3,1,NULL,Field Harvest,No comments
11006,40250,3,1,NULL,Field Harvest,No comments
11007,40251,3,1,NULL,Field Harvest,No comments
11008,40252,3,1,NULL,Field Harvest,No comments
11009,40253,3,1,NULL,Field Harvest,No comments
11010,40254,3,1,NULL,Field Harvest,No comments
11011,40255,3,1,NULL,Field Harvest,No comments
11012,40256,3,1,NULL,Field Harvest,No comments
11013,40257,3,1,NULL,Field Harvest,No comments
11014,40258,3,1,NULL,Field Harvest,No comments
11015,40260,3,1,NULL,Field Harvest,No comments
11016,40261,3,1,NULL,Field Harvest,No comments
11017,40262,3,1,NULL,Field Harvest,No comments
11018,40263,3,1,NULL,Field Harvest,No comments
11019,40264,3,1,NULL,Field Harvest,No comments
11020,40265,3,1,NULL,Field Harvest,No comments
11021,40266,3,1,NULL,Field Harvest,No comments
11022,40267,3,1,NULL,Field Harvest,No comments
11023,40268,3,1,NULL,Field Harvest,No comments
11024,40270,3,1,NULL,Field Harvest,No comments
11025,40271,3,1,NULL,Field Harvest,No comments
11026,40272,3,1,NULL,Field Harvest,No comments
11027,40273,3,1,NULL,Field Harvest,No comments
11028,40274,3,1,NULL,Field Harvest,No comments
11029,40275,3,1,NULL,Field Harvest,No comments
11030,40276,3,1,NULL,Field Harvest,No comments
11031,40277,3,1,NULL,Field Harvest,No comments
11032,40278,3,1,NULL,Field Harvest,No comments
11033,40279,3,1,NULL,Field Harvest,No comments
11034,40280,3,1,NULL,Field Harvest,No comments
11035,40281,3,1,NULL,Field Harvest,No comments
11036,40282,3,1,NULL,Field Harvest,No comments
11037,40283,3,1,NULL,Field Harvest,No comments
11038,40284,3,1,NULL,Field Harvest,No comments
11039,40285,3,1,NULL,Field Harvest,No comments
11040,40287,3,1,NULL,Field Harvest,No comments
11041,40288,3,1,NULL,Field Harvest,No comments
11042,40289,3,1,NULL,Field Harvest,No comments
11043,40290,3,1,NULL,Field Harvest,No comments
11044,40291,3,1,NULL,Field Harvest,No comments
11045,40292,3,1,NULL,Field Harvest,No comments
11046,40293,3,1,NULL,Field Harvest,No comments
11047,40294,3,1,NULL,Field Harvest,No comments
11048,40296,3,1,NULL,Field Harvest,No comments
11049,40297,3,1,NULL,Field Harvest,No comments
11050,40298,3,1,NULL,Field Harvest,No comments
11051,40299,3,1,NULL,Field Harvest,No comments
11052,40300,3,1,NULL,Field Harvest,No comments
11053,40301,3,1,NULL,Field Harvest,No comments
11054,40302,3,1,NULL,Field Harvest,No comments
11055,40304,3,1,NULL,Field Harvest,No comments
11056,40305,3,1,NULL,Field Harvest,No comments
11057,40306,3,1,NULL,Field Harvest,No comments
11058,40307,3,1,NULL,Field Harvest,No comments
11059,40308,3,1,NULL,Field Harvest,No comments
11060,40309,3,1,NULL,Field Harvest,No comments
11061,40310,3,1,NULL,Field Harvest,No comments
11062,40311,3,1,NULL,Field Harvest,No comments
11063,40312,3,1,NULL,Field Harvest,No comments
11064,40313,3,1,NULL,Field Harvest,No comments
11065,40315,3,1,NULL,Field Harvest,No comments
11066,40316,3,1,NULL,Field Harvest,No comments
11067,40317,3,1,NULL,Field Harvest,No comments
11068,40318,3,1,NULL,Field Harvest,No comments
11069,40319,3,1,NULL,Field Harvest,No comments
11070,40320,3,1,NULL,Field Harvest,No comments
11071,40321,3,1,NULL,Field Harvest,No comments
11072,40322,3,1,NULL,Field Harvest,No comments
11073,40323,3,1,NULL,Field Harvest,No comments
11074,40324,3,1,NULL,Field Harvest,No comments
11075,40325,3,1,NULL,Field Harvest,No comments
11076,40326,3,1,NULL,Field Harvest,No comments
11077,40327,3,1,NULL,Field Harvest,No comments
11078,40328,3,1,NULL,Field Harvest,No comments
11079,40329,3,1,NULL,Field Harvest,No comments
11080,40330,3,1,NULL,Field Harvest,No comments
11081,40331,3,1,NULL,Field Harvest,No comments
11082,40332,3,1,NULL,Field Harvest,No comments
11083,40333,3,1,NULL,Field Harvest,No comments
11084,40334,3,1,NULL,Field Harvest,No comments
11085,40335,3,1,NULL,Field Harvest,No comments
11086,40336,3,1,NULL,Field Harvest,No comments
11087,40337,3,1,NULL,Field Harvest,No comments
11088,40338,3,1,NULL,Field Harvest,No comments
11089,40339,3,1,NULL,Field Harvest,No comments
11090,40340,3,1,NULL,Field Harvest,No comments
11091,40341,3,1,NULL,Field Harvest,No comments
11092,40343,3,1,NULL,Field Harvest,No comments
11093,40344,3,1,NULL,Field Harvest,No comments
11094,40345,3,1,NULL,Field Harvest,No comments
11095,40346,3,1,NULL,Field Harvest,No comments
11096,40347,3,1,NULL,Field Harvest,No comments
11097,40348,3,1,NULL,Field Harvest,No comments
11098,40349,3,1,NULL,Field Harvest,No comments
11099,40350,3,1,NULL,Field Harvest,No comments
11100,40351,3,1,NULL,Field Harvest,No comments
11101,40352,3,1,NULL,Field Harvest,No comments
11102,40353,3,1,NULL,Field Harvest,No comments
11103,40354,3,1,NULL,Field Harvest,No comments
11104,40355,3,1,NULL,Field Harvest,No comments
11105,40356,3,1,NULL,Field Harvest,No comments
11106,40357,3,1,NULL,Field Harvest,No comments
11107,40358,3,1,NULL,Field Harvest,No comments
11108,40359,3,1,NULL,Field Harvest,No comments
11109,40360,3,1,NULL,Field Harvest,No comments
11110,40362,3,1,NULL,Field Harvest,No comments
11111,40363,3,1,NULL,Field Harvest,No comments
11112,40364,3,1,NULL,Field Harvest,No comments
11113,40365,3,1,NULL,Field Harvest,No comments
11114,40366,3,1,NULL,Field Harvest,No comments
11115,40367,3,1,NULL,Field Harvest,No comments
11116,40368,3,1,NULL,Field Harvest,No comments
11117,40369,3,1,NULL,Field Harvest,No comments
11118,40370,3,1,NULL,Field Harvest,No comments
11119,40371,3,1,NULL,Field Harvest,No comments
11120,40372,3,1,NULL,Field Harvest,No comments
11121,40374,3,1,NULL,Field Harvest,No comments
11122,40375,3,1,NULL,Field Harvest,No comments
11123,40376,3,1,NULL,Field Harvest,No comments
11124,40377,3,1,NULL,Field Harvest,No comments
11125,40378,3,1,NULL,Field Harvest,No comments
11126,40379,3,1,NULL,Field Harvest,No comments
11127,40380,3,1,NULL,Field Harvest,No comments
11128,40381,3,1,NULL,Field Harvest,No comments
11129,40382,3,1,NULL,Field Harvest,No comments
11130,40383,3,1,NULL,Field Harvest,No comments
11131,40384,3,1,NULL,Field Harvest,No comments
11132,40385,3,1,NULL,Field Harvest,No comments
11133,40386,3,1,NULL,Field Harvest,No comments
11134,40387,3,1,NULL,Field Harvest,No comments
11135,40388,3,1,NULL,Field Harvest,No comments
11136,40389,3,1,NULL,Field Harvest,No comments
11137,40390,3,1,NULL,Field Harvest,No comments
11138,40391,3,1,NULL,Field Harvest,No comments
11139,40392,3,1,NULL,Field Harvest,No comments
11140,40393,3,1,NULL,Field Harvest,No comments
11141,40395,3,1,NULL,Field Harvest,No comments
11142,40396,3,1,NULL,Field Harvest,No comments
11143,40397,3,1,NULL,Field Harvest,No comments
11144,40398,3,1,NULL,Field Harvest,No comments
11145,40399,3,1,NULL,Field Harvest,No comments
11146,40401,3,1,NULL,Field Harvest,No comments
11147,40402,3,1,NULL,Field Harvest,No comments
11148,40403,3,1,NULL,Field Harvest,No comments
11149,40404,3,1,NULL,Field Harvest,No comments
11150,40405,3,1,NULL,Field Harvest,No comments
11151,40406,3,1,NULL,Field Harvest,No comments
11152,40407,3,1,NULL,Field Harvest,No comments
11153,40408,3,1,NULL,Field Harvest,No comments
11154,40409,3,1,NULL,Field Harvest,No comments
11155,40410,3,1,NULL,Field Harvest,No comments
11156,40411,3,1,NULL,Field Harvest,No comments
11157,40412,3,1,NULL,Field Harvest,No comments
11158,40413,3,1,NULL,Field Harvest,No comments
11159,40414,3,1,NULL,Field Harvest,No comments
11160,40415,3,1,NULL,Field Harvest,No comments
11161,40416,3,1,NULL,Field Harvest,No comments
11162,40417,3,1,NULL,Field Harvest,No comments
11163,40418,3,1,NULL,Field Harvest,No comments
11164,40419,3,1,NULL,Field Harvest,No comments
11165,40421,3,1,NULL,Field Harvest,No comments
11166,40422,3,1,NULL,Field Harvest,No comments
11167,40423,3,1,NULL,Field Harvest,No comments
11168,40424,3,1,NULL,Field Harvest,No comments
11169,40425,3,1,NULL,Field Harvest,No comments
11170,40427,3,1,NULL,Field Harvest,No comments
11171,40428,3,1,NULL,Field Harvest,No comments
11172,40429,3,1,NULL,Field Harvest,No comments
11173,40430,3,1,NULL,Field Harvest,No comments
11174,40431,3,1,NULL,Field Harvest,No comments
11175,40432,3,1,NULL,Field Harvest,No comments
11176,40433,3,1,NULL,Field Harvest,No comments
11177,40435,3,1,NULL,Field Harvest,No comments
11178,40436,3,1,NULL,Field Harvest,No comments
11179,40437,3,1,NULL,Field Harvest,No comments
11180,40438,3,1,NULL,Field Harvest,No comments
11181,40439,3,1,NULL,Field Harvest,No comments
11182,40440,3,1,NULL,Field Harvest,No comments
11183,40441,3,1,NULL,Field Harvest,No comments
11184,40442,3,1,NULL,Field Harvest,No comments
11185,40443,3,1,NULL,Field Harvest,No comments
11186,40444,3,1,NULL,Field Harvest,No comments
11187,40445,3,1,NULL,Field Harvest,No comments
11188,40446,3,1,NULL,Field Harvest,No comments
11189,40448,3,1,NULL,Field Harvest,No comments
11190,40449,3,1,NULL,Field Harvest,No comments
11191,40450,3,1,NULL,Field Harvest,No comments
11192,40451,3,1,NULL,Field Harvest,No comments
11193,40452,3,1,NULL,Field Harvest,No comments
11194,40453,3,1,NULL,Field Harvest,No comments
11195,40454,3,1,NULL,Field Harvest,No comments
11196,40455,3,1,NULL,Field Harvest,No comments
11197,40456,3,1,NULL,Field Harvest,No comments
11198,40457,3,1,NULL,Field Harvest,No comments
11199,40458,3,1,NULL,Field Harvest,No comments
11200,40459,3,1,NULL,Field Harvest,No comments
11201,40460,3,1,NULL,Field Harvest,No comments
11202,40461,3,1,NULL,Field Harvest,No comments
11203,40462,3,1,NULL,Field Harvest,No comments
11204,40463,3,1,NULL,Field Harvest,No comments
11205,40464,3,1,NULL,Field Harvest,No comments
11206,40466,3,1,NULL,Field Harvest,No comments
11207,40467,3,1,NULL,Field Harvest,No comments
11208,40468,3,1,NULL,Field Harvest,No comments
11209,40469,3,1,NULL,Field Harvest,No comments
11210,40470,3,1,NULL,Field Harvest,No comments
11211,40471,3,1,NULL,Field Harvest,No comments
11212,40472,3,1,NULL,Field Harvest,No comments
11213,40473,3,1,NULL,Field Harvest,No comments
11214,40474,3,1,NULL,Field Harvest,No comments
11215,40475,3,1,NULL,Field Harvest,No comments
11216,40476,3,1,NULL,Field Harvest,No comments
11217,40477,3,1,NULL,Field Harvest,No comments
11218,40478,3,1,NULL,Field Harvest,No comments
11219,40479,3,1,NULL,Field Harvest,No comments
11220,40480,3,1,NULL,Field Harvest,No comments
11221,40481,3,1,NULL,Field Harvest,No comments
11222,40482,3,1,NULL,Field Harvest,No comments
11223,40484,3,1,NULL,Field Harvest,No comments
11224,40486,3,1,NULL,Field Harvest,No comments
11225,40487,3,1,NULL,Field Harvest,No comments
11226,40488,3,1,NULL,Field Harvest,No comments
11227,40489,3,1,NULL,Field Harvest,No comments
11228,40490,3,1,NULL,Field Harvest,No comments
11229,40491,3,1,NULL,Field Harvest,No comments
11230,40492,3,1,NULL,Field Harvest,No comments
11231,40494,3,1,NULL,Field Harvest,No comments
11232,40495,3,1,NULL,Field Harvest,No comments
11233,40496,3,1,NULL,Field Harvest,No comments
11234,40497,3,1,NULL,Field Harvest,No comments
11235,40498,3,1,NULL,Field Harvest,No comments
11236,40499,3,1,NULL,Field Harvest,No comments
11237,40500,3,1,NULL,Field Harvest,No comments
11238,40501,3,1,NULL,Field Harvest,No comments
11239,40502,3,1,NULL,Field Harvest,No comments
11240,40503,3,1,NULL,Field Harvest,No comments
11241,40504,3,1,NULL,Field Harvest,No comments
11242,40505,3,1,NULL,Field Harvest,No comments
11243,40506,3,1,NULL,Field Harvest,No comments
11244,40507,3,1,NULL,Field Harvest,No comments
11245,40509,3,1,NULL,Field Harvest,No comments
11246,40510,3,1,NULL,Field Harvest,No comments
11247,40511,3,1,NULL,Field Harvest,No comments
11248,40512,3,1,NULL,Field Harvest,No comments
11249,40513,3,1,NULL,Field Harvest,No comments
11250,40514,3,1,NULL,Field Harvest,No comments
11251,40515,3,1,NULL,Field Harvest,No comments
11252,40516,3,1,NULL,Field Harvest,No comments
11253,40517,3,1,NULL,Field Harvest,No comments
11254,40518,3,1,NULL,Field Harvest,No comments
11255,40519,3,1,NULL,Field Harvest,No comments
11256,40520,3,1,NULL,Field Harvest,No comments
11257,40521,3,1,NULL,Field Harvest,No comments
11258,40522,3,1,NULL,Field Harvest,No comments
11259,40523,3,1,NULL,Field Harvest,No comments
11260,40524,3,1,NULL,Field Harvest,No comments
11261,40525,3,1,NULL,Field Harvest,No comments
11262,40526,3,1,NULL,Field Harvest,No comments
11263,40527,3,1,NULL,Field Harvest,No comments
11264,40528,3,1,NULL,Field Harvest,No comments
11265,40529,3,1,NULL,Field Harvest,No comments
11266,40530,3,1,NULL,Field Harvest,No comments
11267,40531,3,1,NULL,Field Harvest,No comments
11268,40532,3,1,NULL,Field Harvest,No comments
11269,40534,3,1,NULL,Field Harvest,No comments
11270,40535,3,1,NULL,Field Harvest,No comments
11271,40536,3,1,NULL,Field Harvest,No comments
11272,40537,3,1,NULL,Field Harvest,No comments
11273,40538,3,1,NULL,Field Harvest,No comments
11274,40539,3,1,NULL,Field Harvest,No comments
11275,40540,3,1,NULL,Field Harvest,No comments
11276,40542,3,1,NULL,Field Harvest,No comments
11277,40543,3,1,NULL,Field Harvest,No comments
11278,40544,3,1,NULL,Field Harvest,No comments
11279,40545,3,1,NULL,Field Harvest,No comments
11280,40546,3,1,NULL,Field Harvest,No comments
11281,40547,3,1,NULL,Field Harvest,No comments
11282,40548,3,1,NULL,Field Harvest,No comments
11283,40549,3,1,NULL,Field Harvest,No comments
11284,40550,3,1,NULL,Field Harvest,No comments
11285,40551,3,1,NULL,Field Harvest,No comments
11286,40552,3,1,NULL,Field Harvest,No comments
11287,40553,3,1,NULL,Field Harvest,No comments
11288,40554,3,1,NULL,Field Harvest,No comments
11289,40555,3,1,NULL,Field Harvest,No comments
11290,40556,3,1,NULL,Field Harvest,No comments
11291,40557,3,1,NULL,Field Harvest,No comments
11292,40559,3,1,NULL,Field Harvest,No comments
11293,40560,3,1,NULL,Field Harvest,No comments
11294,40561,3,1,NULL,Field Harvest,No comments
11295,40562,3,1,NULL,Field Harvest,No comments
11296,40563,3,1,NULL,Field Harvest,No comments
11297,40564,3,1,NULL,Field Harvest,No comments
11298,40565,3,1,NULL,Field Harvest,No comments
11299,40566,3,1,NULL,Field Harvest,No comments
11300,40567,3,1,NULL,Field Harvest,No comments
11301,40568,3,1,NULL,Field Harvest,No comments
11302,40569,3,1,NULL,Field Harvest,No comments
11303,40570,3,1,NULL,Field Harvest,No comments
11304,40571,3,1,NULL,Field Harvest,No comments
11305,40572,3,1,NULL,Field Harvest,No comments
11306,40573,3,1,NULL,Field Harvest,No comments
11307,40574,3,1,NULL,Field Harvest,No comments
11308,40575,3,1,NULL,Field Harvest,No comments
11309,40576,3,1,NULL,Field Harvest,No comments
11310,40578,3,1,NULL,Field Harvest,No comments
11311,40579,3,1,NULL,Field Harvest,No comments
11312,40580,3,1,NULL,Field Harvest,No comments
11313,40581,3,1,NULL,Field Harvest,No comments
11314,40582,3,1,NULL,Field Harvest,No comments
11315,40583,3,1,NULL,Field Harvest,No comments
11316,40584,3,1,NULL,Field Harvest,No comments
11317,40585,3,1,NULL,Field Harvest,No comments
11318,40586,3,1,NULL,Field Harvest,No comments
11319,40587,3,1,NULL,Field Harvest,No comments
11320,40588,3,1,NULL,Field Harvest,No comments
11321,40589,3,1,NULL,Field Harvest,No comments
11322,40590,3,1,NULL,Field Harvest,No comments
11323,40591,3,1,NULL,Field Harvest,No comments
11324,40592,3,1,NULL,Field Harvest,No comments
11325,40593,3,1,NULL,Field Harvest,No comments
11326,40594,3,1,NULL,Field Harvest,No comments
11327,40595,3,1,NULL,Field Harvest,No comments
11328,40596,3,1,NULL,Field Harvest,No comments
11329,40597,3,1,NULL,Field Harvest,No comments
11330,40598,3,1,NULL,Field Harvest,No comments
11331,40599,3,1,NULL,Field Harvest,No comments
11332,40601,3,1,NULL,Field Harvest,No comments
11333,40602,3,1,NULL,Field Harvest,No comments
11334,40603,3,1,NULL,Field Harvest,No comments
11335,40604,3,1,NULL,Field Harvest,No comments
11336,40605,3,1,NULL,Field Harvest,No comments
11337,40606,3,1,NULL,Field Harvest,No comments
11338,40607,3,1,NULL,Field Harvest,No comments
11339,40608,3,1,NULL,Field Harvest,No comments
11340,40609,3,1,NULL,Field Harvest,No comments
11341,40610,3,1,NULL,Field Harvest,No comments
11342,40611,3,1,NULL,Field Harvest,No comments
11343,40612,3,1,NULL,Field Harvest,No comments
11344,40613,3,1,NULL,Field Harvest,No comments
11345,40614,3,1,NULL,Field Harvest,No comments
11346,40615,3,1,NULL,Field Harvest,No comments
11347,40616,3,1,NULL,Field Harvest,No comments
11348,40617,3,1,NULL,Field Harvest,No comments
11349,40618,3,1,NULL,Field Harvest,No comments
11350,40619,3,1,NULL,Field Harvest,No comments
11351,40621,3,1,NULL,Field Harvest,No comments
11352,40622,3,1,NULL,Field Harvest,No comments
11353,40623,3,1,NULL,Field Harvest,No comments
11354,40624,3,1,NULL,Field Harvest,No comments
11355,40625,3,1,NULL,Field Harvest,No comments
11356,40626,3,1,NULL,Field Harvest,No comments
11357,40627,3,1,NULL,Field Harvest,No comments
11358,40628,3,1,NULL,Field Harvest,No comments
11359,40629,3,1,NULL,Field Harvest,No comments
11360,40630,3,1,NULL,Field Harvest,No comments
11361,40631,3,1,NULL,Field Harvest,No comments
11362,40632,3,1,NULL,Field Harvest,No comments
11363,40633,3,1,NULL,Field Harvest,No comments
11364,40634,3,1,NULL,Field Harvest,No comments
11365,40635,3,1,NULL,Field Harvest,No comments
11366,40636,3,1,NULL,Field Harvest,No comments
11367,40637,3,1,NULL,Field Harvest,No comments
11368,40639,3,1,NULL,Field Harvest,No comments
11369,40640,3,1,NULL,Field Harvest,No comments
11370,40641,3,1,NULL,Field Harvest,No comments
11371,40642,3,1,NULL,Field Harvest,No comments
11372,40643,3,1,NULL,Field Harvest,No comments
11373,40645,3,1,NULL,Field Harvest,No comments
11374,40646,3,1,NULL,Field Harvest,No comments
11375,40647,3,1,NULL,Field Harvest,No comments
11376,40648,3,1,NULL,Field Harvest,No comments
11377,40649,3,1,NULL,Field Harvest,No comments
11378,40650,3,1,NULL,Field Harvest,No comments
11379,40651,3,1,NULL,Field Harvest,No comments
11380,40652,3,1,NULL,Field Harvest,No comments
11381,40653,3,1,NULL,Field Harvest,No comments
11382,40654,3,1,NULL,Field Harvest,No comments
11383,40655,3,1,NULL,Field Harvest,No comments
11384,40656,3,1,NULL,Field Harvest,No comments
11385,40657,3,1,NULL,Field Harvest,No comments
11386,40658,3,1,NULL,Field Harvest,No comments
11387,40659,3,1,NULL,Field Harvest,No comments
11388,40661,3,1,NULL,Field Harvest,No comments
11389,40662,3,1,NULL,Field Harvest,No comments
11390,40663,3,1,NULL,Field Harvest,No comments
11391,40664,3,1,NULL,Field Harvest,No comments
11392,40665,3,1,NULL,Field Harvest,No comments
11393,40666,3,1,NULL,Field Harvest,No comments
11394,40667,3,1,NULL,Field Harvest,No comments
11395,40668,3,1,NULL,Field Harvest,No comments
11396,40669,3,1,NULL,Field Harvest,No comments
11397,40670,3,1,NULL,Field Harvest,No comments
11398,40671,3,1,NULL,Field Harvest,No comments
11399,40672,3,1,NULL,Field Harvest,No comments
11400,40673,3,1,NULL,Field Harvest,No comments
11401,40674,3,1,NULL,Field Harvest,No comments
11402,40675,3,1,NULL,Field Harvest,No comments
11403,40676,3,1,NULL,Field Harvest,No comments
11404,40677,3,1,NULL,Field Harvest,No comments
11405,40678,3,1,NULL,Field Harvest,No comments
11406,40680,3,1,NULL,Field Harvest,No comments
11407,40681,3,1,NULL,Field Harvest,No comments
11408,40682,3,1,NULL,Field Harvest,No comments
11409,40683,3,1,NULL,Field Harvest,No comments
11410,40684,3,1,NULL,Field Harvest,No comments
11411,40685,3,1,NULL,Field Harvest,No comments
11412,40686,3,1,NULL,Field Harvest,No comments
11413,40687,3,1,NULL,Field Harvest,No comments
11414,40688,3,1,NULL,Field Harvest,No comments
11415,40689,3,1,NULL,Field Harvest,No comments
11416,40690,3,1,NULL,Field Harvest,No comments
11417,40691,3,1,NULL,Field Harvest,No comments
11418,40692,3,1,NULL,Field Harvest,No comments
11419,40693,3,1,NULL,Field Harvest,No comments
11420,40695,3,1,NULL,Field Harvest,No comments
11421,40697,3,1,NULL,Field Harvest,No comments
11422,40698,3,1,NULL,Field Harvest,No comments
11423,40699,3,1,NULL,Field Harvest,No comments
11424,40700,3,1,NULL,Field Harvest,No comments
11425,40701,3,1,NULL,Field Harvest,No comments
11426,40703,3,1,NULL,Field Harvest,No comments
11427,40704,3,1,NULL,Field Harvest,No comments
11428,40705,3,1,NULL,Field Harvest,No comments
11429,40706,3,1,NULL,Field Harvest,No comments
11430,40707,3,1,NULL,Field Harvest,No comments
11431,40708,3,1,NULL,Field Harvest,No comments
11432,40709,3,1,NULL,Field Harvest,No comments
11433,40710,3,1,NULL,Field Harvest,No comments
11434,40711,3,1,NULL,Field Harvest,No comments
11435,40712,3,1,NULL,Field Harvest,No comments
11436,40713,3,1,NULL,Field Harvest,No comments
11437,40714,3,1,NULL,Field Harvest,No comments
11438,40716,3,1,NULL,Field Harvest,No comments
11439,40717,3,1,NULL,Field Harvest,No comments
11440,40718,3,1,NULL,Field Harvest,No comments
11441,40719,3,1,NULL,Field Harvest,No comments
11442,40720,3,1,NULL,Field Harvest,No comments
11443,40721,3,1,NULL,Field Harvest,No comments
11444,40722,3,1,NULL,Field Harvest,No comments
