Plot ID,Experiment Name,Source Seed ID,Seed Name,Population,Pedigree,Field Name,Plot Name,Range,Row,Block,Rep,Kernel Num,Planting Date,Harvest Date,Plot Comments,,
16GB3033,16GB,SPM 08:82278,,,IBMRI MO012,CFAR600,IBMRI MO012,26,27,43,3,20,5/20/16,,Goss' wilt,,
16GB3034,16GB,SPM 08:82988,,,IBMRI MO038,CFAR600,IBMRI MO038,26,28,43,3,20,5/20/16,,Goss' wilt,,
16GB3035,16GB,SPM 08:83000,,,IBMRI MO021,CFAR600,IBMRI MO021,26,29,43,3,20,5/20/16,,Goss' wilt,,
16GB3036,16GB,SPM 08:82403,,,IBMRI MO176,CFAR600,IBMRI MO176,26,30,43,3,20,5/20/16,,Goss' wilt,,
16GB3037,16GB,SPM 08:82295,,,IBMRI MO268,CFAR600,IBMRI MO268,26,31,43,3,20,5/20/16,,Goss' wilt,,
16GB3038,16GB,SPM 08:80650,,,IBMRI MO154,CFAR600,IBMRI MO154,26,32,43,3,20,5/20/16,,Goss' wilt,,
16GB3039,16GB,SPM 08:83027,,,IBMRI MO188,CFAR600,IBMRI MO188,26,33,43,3,20,5/20/16,,Goss' wilt,,
16GB3040,16GB,SPM 08:82281,,,IBMRI MO267,CFAR600,IBMRI MO267,26,34,43,3,20,5/20/16,,Goss' wilt,,
16GB3041,16GB,SPM 08:80721,,,IBMRI MO090,CFAR600,IBMRI MO090,26,35,43,3,20,5/20/16,,Goss' wilt,,
16GB3042,16GB,SPM 08: 82265,,,IBMRI MO367,CFAR600,IBMRI MO367,26,36,43,3,20,5/20/16,,Goss' wilt,,
16GB3043,16GB,SPM 08:82352,,,IBMRI MO101,CFAR600,IBMRI MO101,26,37,43,3,20,5/20/16,,Goss' wilt,,
16GB3044,16GB,SPM 08:82406,,,IBMRI MO142,CFAR600,IBMRI MO142,26,38,43,3,20,5/20/16,,Goss' wilt,,
16GB3045,16GB,SPM 08:83553-selfX,,,IBMRI MO027,CFAR600,IBMRI MO027,26,39,43,3,20,5/20/16,,Goss' wilt,,
16GB3046,16GB,SPM 08:82416,,,IBMRI MO218,CFAR600,IBMRI MO218,26,40,44,3,20,5/20/16,,Goss' wilt,,
16GB3047,16GB,SPM 08:82311,,,IBMRI MO335,CFAR600,IBMRI MO335,26,41,44,3,20,5/20/16,,Goss' wilt,,
16GB3048,16GB,SPM 08:82325,,,IBMRI MO032,CFAR600,IBMRI MO032,26,42,44,3,20,5/20/16,,Goss' wilt,,
16GB3049,16GB,SPM 08:82290,,,IBMRI MO322,CFAR600,IBMRI MO322,26,43,44,3,20,5/20/16,,Goss' wilt,,
16GB3050,16GB,SPM 08:80690,,,IBMRI MO206,CFAR600,IBMRI MO206,26,44,44,3,20,5/20/16,,Goss' wilt,,
16GB3051,16GB,SPM 08:82969,,,IBMRI MO270,CFAR600,IBMRI MO270,26,45,44,3,20,5/20/16,,Goss' wilt,,
16GB3052,16GB,SPM 08:82314,,,IBMRI MO116,CFAR600,IBMRI MO116,26,46,44,3,20,5/20/16,,Goss' wilt,,
16GB3053,16GB,SPM 08:82402,,,IBMRI MO011,CFAR600,IBMRI MO011,26,47,44,3,20,5/20/16,,Goss' wilt,,
16GB3054,16GB,SPM 08:80739,,,IBMRI MO286,CFAR600,IBMRI MO286,26,48,44,3,20,5/20/16,,Goss' wilt,,
16GB3055,16GB,SPM 08:82322,,,IBMRI MO232,CFAR600,IBMRI MO232,26,49,44,3,20,5/20/16,,Goss' wilt,,
16GB3056,16GB,SPM 08:82381,,,IBMRI MO279,CFAR600,IBMRI MO279,26,50,44,3,20,5/20/16,,Goss' wilt,,
16GB3057,16GB,SPM 08:82285,,,IBMRI MO169,CFAR600,IBMRI MO169,26,51,44,3,20,5/20/16,,Goss' wilt,,
16GB3058,16GB,SPM 08:82356,,,IBMRI MO220,CFAR600,IBMRI MO220,26,52,44,3,20,5/20/16,,Goss' wilt,,
16GB3059,16GB,SPM 08:82363,,,IBMRI MO216,CFAR600,IBMRI MO216,26,53,44,3,20,5/20/16,,Goss' wilt,,
16GB3060,16GB,SPM 08:82280,,,IBMRI MO280,CFAR600,IBMRI MO280,26,54,44,3,20,5/20/16,,Goss' wilt,,
16GB3061,16GB,SPM 08: 82979,,,IBMRI MO351,CFAR600,IBMRI MO351,26,55,45,3,20,5/20/16,,Goss' wilt,,
16GB3062,16GB,SPM 08:82354,,,IBMRI MO199,CFAR600,IBMRI MO199,26,56,45,3,20,5/20/16,,Goss' wilt,,
16GB3063,16GB,SPM 04:1697-01,,,IBMRI MO133,CFAR600,IBMRI MO133,26,57,45,3,20,5/20/16,,Goss' wilt,,
16GB3064,16GB,SPM 08: 82345,,,IBMRI MO349,CFAR600,IBMRI MO349,26,58,45,3,20,5/20/16,,Goss' wilt,,
16GB3065,16GB,SPM 08:80678,,,IBMRI MO181,CFAR600,IBMRI MO181,26,59,45,3,20,5/20/16,,Goss' wilt,,
16GB3066,16GB,SPM 08:82274,,,IBMRI MO298,CFAR600,IBMRI MO298,26,60,45,3,20,5/20/16,,Goss' wilt,,
16GB3067,16GB,SPM 08:80718,,,IBMRI MO262,CFAR600,IBMRI MO262,26,61,45,3,20,5/20/16,,Goss' wilt,,
16GB3068,16GB,SPM 04:1638,,,IBMRI MO375,CFAR600,IBMRI MO375,26,62,45,3,20,5/20/16,,Goss' wilt,,
16GB3069,16GB,SPM 08:83304,,,IBMRI MO018 X IBMRI MO018,CFAR600,IBMRI MO018 X IBMRI MO018,26,63,45,3,20,5/20/16,,Goss' wilt,,
16GB3070,16GB,SPM 08:82401,,,IBMRI MO071,CFAR600,IBMRI MO071,26,64,45,3,20,5/20/16,,Goss' wilt,,
16GB3071,16GB,SPM 08:82355,,,IBMRI MO106,CFAR600,IBMRI MO106,26,65,45,3,20,5/20/16,,Goss' wilt,,
16GB3072,16GB,SPM 08:82378,,,IBMRI MO342,CFAR600,IBMRI MO342,26,66,45,3,20,5/20/16,,Goss' wilt,,
16GB3073,16GB,SPM 08:82316,,,IBMRI MO326,CFAR600,IBMRI MO326,26,67,45,3,20,5/20/16,,Goss' wilt,,
16GB3074,16GB,SPM 04:1884,,,IBMRI MO215,CFAR600,IBMRI MO215,26,68,45,3,20,5/20/16,,Goss' wilt,,
16GB3075,16GB,SPM 08: 82319,,,IBMRI MO352,CFAR600,IBMRI MO352,26,69,45,3,20,5/20/16,,Goss' wilt,,
16GB3076,16GB,SPM 08:80709,,,IBMRI MO039,CFAR600,IBMRI MO039,26,70,46,3,20,5/20/16,,Goss' wilt,,
16GB3077,16GB,SPM 08:83567,,,IBMRI MO034 X IBMRI MO034,CFAR600,IBMRI MO034 X IBMRI MO034,26,71,46,3,20,5/20/16,,Goss' wilt,,
16GB3078,16GB,SPM 08:83020,,,IBMRI MO056,CFAR600,IBMRI MO056,26,72,46,3,20,5/20/16,,Goss' wilt,,
16GB3079,16GB,SPM 08:82309,,,IBMRI MO345,CFAR600,IBMRI MO345,26,73,46,3,20,5/20/16,,Goss' wilt,,
16GB3080,16GB,SPM 07:1671,,,IBMRI MO265,CFAR600,IBMRI MO265,26,74,46,3,20,5/20/16,,Goss' wilt,,
16GB3152,16GB,SPM 08:82321,,,IBMRI MO379,CFAR600,IBMRI MO379,27,3,51,3,20,5/20/16,,Goss' wilt,,
16GB3151,16GB,SPM 08:82975,,,IBMRI MO313,CFAR600,IBMRI MO313,27,4,51,3,20,5/20/16,,Goss' wilt,,
16GB3150,16GB,SPM 08:80738,,,IBMRI MO274,CFAR600,IBMRI MO274,27,5,50,3,20,5/20/16,,Goss' wilt,,
16GB3149,16GB,SPM 08:82264,,,IBMRI MO219,CFAR600,IBMRI MO219,27,6,50,3,20,5/20/16,,Goss' wilt,,
16GB3148,16GB,SPM 08:82349,,,IBMRI MO250,CFAR600,IBMRI MO250,27,7,50,3,20,5/20/16,,Goss' wilt,,
16GB3147,16GB,SPM 08:82992,,,IBMRI MO121,CFAR600,IBMRI MO121,27,8,50,3,20,5/20/16,,Goss' wilt,,
16GB3146,16GB,SPM 08:80681,,,IBMRI MO153,CFAR600,IBMRI MO153,27,9,50,3,20,5/20/16,,Goss' wilt,,
16GB3145,16GB,SPM 08:82262,,,IBMRI MO334,CFAR600,IBMRI MO334,27,10,50,3,20,5/20/16,,Goss' wilt,,
16GB3144,16GB,SPM 08:82366,,,IBMRI MO126,CFAR600,IBMRI MO126,27,11,50,3,20,5/20/16,,Goss' wilt,,
16GB3143,16GB,SPM 08:82302,,,IBMRI MO194,CFAR600,IBMRI MO194,27,12,50,3,20,5/20/16,,Goss' wilt,,
16GB3142,16GB,SPM 13: 131392,,,IBMRI MO303,CFAR600,IBMRI MO303,27,13,50,3,20,5/20/16,,Goss' wilt,,
16GB3141,16GB,041:55(x)-bulk,,,Mo17,CFAR600,Mo17,27,14,50,3,20,5/20/16,,Goss' wilt,,
16GB3140,16GB,SPM 04:1758,,,IBMRI MO140,CFAR600,IBMRI MO140,27,15,50,3,20,5/20/16,,Goss' wilt,,
16GB3139,16GB,SPM 08:82379,,,IBMRI MO308,CFAR600,IBMRI MO308,27,16,50,3,20,5/20/16,,Goss' wilt,,
16GB3138,16GB,SPM 08:82377,,,IBMRI MO189,CFAR600,IBMRI MO189,27,17,50,3,20,5/20/16,,Goss' wilt,,
16GB3137,16GB,SPM 08:82364,,,IBMRI MO160,CFAR600,IBMRI MO160,27,18,50,3,20,5/20/16,,Goss' wilt,,
16GB3136,16GB,SPM 08:83622-selfX,,,IBMRI MO256,CFAR600,IBMRI MO256,27,19,50,3,20,5/20/16,,Goss' wilt,,
16GB3135,16GB,SPM 08:82342,,,IBMRI MO321,CFAR600,IBMRI MO321,27,20,49,3,20,5/20/16,,Goss' wilt,,
16GB3134,16GB,SPM 09:91462,,,IBMRI MO213,CFAR600,IBMRI MO213,27,21,49,3,20,5/20/16,,Goss' wilt,,
16GB3133,16GB,SPM 08:82310,,,IBMRI MO364,CFAR600,IBMRI MO364,27,22,49,3,20,5/20/16,,Goss' wilt,,
16GB3132,16GB,SPM 08:82338,,,IBMRI MO302,CFAR600,IBMRI MO302,27,23,49,3,20,5/20/16,,Goss' wilt,,
16GB3131,16GB,SPM 08:80682,,,IBMRI MO005,CFAR600,IBMRI MO005,27,24,49,3,20,5/20/16,,Goss' wilt,,
16GB3130,16GB,SPM 08:82388,,,IBMRI MO099,CFAR600,IBMRI MO099,27,25,49,3,20,5/20/16,,Goss' wilt,,
16GB3129,16GB,SPM 08:80730 XSELF,,,IBMRI MO147,CFAR600,IBMRI MO147,27,26,49,3,20,5/20/16,,Goss' wilt,,
16GB3128,16GB,SPM 08:82995,,,IBMRI MO119,CFAR600,IBMRI MO119,27,27,49,3,20,5/20/16,,Goss' wilt,,
16GB3127,16GB,SPM 04: 1666-02,,,IBMRI MO254,CFAR600,IBMRI MO254,27,28,49,3,20,5/20/16,,Goss' wilt,,
16GB3126,16GB,SPM 08:80664,,,IBMRI MO329,CFAR600,IBMRI MO329,27,29,49,3,20,5/20/16,,Goss' wilt,,
16GB3125,16GB,SPM 08:80656,,,IBMRI MO284,CFAR600,IBMRI MO284,27,30,49,3,20,5/20/16,,Goss' wilt,,
16GB3124,16GB,SPM 08:82373,,,IBMRI MO076,CFAR600,IBMRI MO076,27,31,49,3,20,5/20/16,,Goss' wilt,,
16GB3123,16GB,SPM 08:82350,,,IBMRI MO233,CFAR600,IBMRI MO233,27,32,49,3,20,5/20/16,,Goss' wilt,,
16GB3122,16GB,SPM 08:82284,,,IBMRI MO081,CFAR600,IBMRI MO081,27,33,49,3,20,5/20/16,,Goss' wilt,,
16GB3121,16GB,SPM 04:1938,,,IBMRI MO385,CFAR600,IBMRI MO385,27,34,49,3,20,5/20/16,,Goss' wilt,,
16GB3120,16GB,SPM 08:80733,,,IBMRI MO318,CFAR600,IBMRI MO318,27,35,48,3,20,5/20/16,,Goss' wilt,,
16GB3119,16GB,SPM 08:82405,,,IBMRI MO111,CFAR600,IBMRI MO111,27,36,48,3,20,5/20/16,,Goss' wilt,,
16GB3118,16GB,SPM 08:82296,,,IBMRI MO145,CFAR600,IBMRI MO145,27,37,48,3,20,5/20/16,,Goss' wilt,,
16GB3117,16GB,SPM 08: 82268,,,IBMRI MO369,CFAR600,IBMRI MO369,27,38,48,3,20,5/20/16,,Goss' wilt,,
16GB3116,16GB,SPM 08:82374,,,IBMRI MO261,CFAR600,IBMRI MO261,27,39,48,3,20,5/20/16,,Goss' wilt,,
16GB3115,16GB,SPM 05: 942,,,IBMRI MO380,CFAR600,IBMRI MO380,27,40,48,3,20,5/20/16,,Goss' wilt,,
16GB3114,16GB,SPM 08:82407,,,IBMRI MO015,CFAR600,IBMRI MO015,27,41,48,3,20,5/20/16,,Goss' wilt,,
16GB3113,16GB,SPM 08:83336,,,IBMRI MO383 X IBMRI MO383,CFAR600,IBMRI MO383 X IBMRI MO383,27,42,48,3,20,5/20/16,,Goss' wilt,,
16GB3112,16GB,SPM 08:82422,,,IBMRI MO281,CFAR600,IBMRI MO281,27,43,48,3,20,5/20/16,,Goss' wilt,,
16GB3111,16GB,SPM 08:82977,,,IBMRI MO080,CFAR600,IBMRI MO080,27,44,48,3,20,5/20/16,,Goss' wilt,,
16GB3110,16GB,SPM 08:83257,,,IBMRI MO017 X IBMRI MO017,CFAR600,IBMRI MO017 X IBMRI MO017,27,45,48,3,20,5/20/16,,Goss' wilt,,
16GB3109,16GB,SPM 13:131390 X 131390,,,IBMRI MO278,CFAR600,IBMRI MO278,27,46,48,3,20,5/20/16,,Goss' wilt,,
16GB3108,16GB,SPM 08:82417,,,IBMRI MO236,CFAR600,IBMRI MO236,27,47,48,3,20,5/20/16,,Goss' wilt,,
16GB3107,16GB,SPM 08:80680 XSELF,,,IBMRI MO209,CFAR600,IBMRI MO209,27,48,48,3,20,5/20/16,,Goss' wilt,,
16GB3106,16GB,SPM 08:82404,,,IBMRI MO150,CFAR600,IBMRI MO150,27,49,48,3,20,5/20/16,,Goss' wilt,,
16GB3105,16GB,SPM 08: 82983,,,IBMRI MO368,CFAR600,IBMRI MO368,27,50,47,3,20,5/20/16,,Goss' wilt,,
16GB3104,16GB,SPM 08:80710,,,IBMRI MO222,CFAR600,IBMRI MO222,27,51,47,3,20,5/20/16,,Goss' wilt,,
16GB3103,16GB,SPM 08:82986,,,IBMRI MO074,CFAR600,IBMRI MO074,27,52,47,3,20,5/20/16,,Goss' wilt,,
16GB3102,16GB,SPM 08:83268,,,IBMRI MO003 X IBMRI MO003,CFAR600,IBMRI MO003 X IBMRI MO003,27,53,47,3,20,5/20/16,,Goss' wilt,,
16GB3101,16GB,SOPM 08:82971,,,IBMRI MO210,CFAR600,IBMRI MO210,27,54,47,3,20,5/20/16,,Goss' wilt,,
16GB3100,16GB,SPM 08:82344,,,IBMRI MO301,CFAR600,IBMRI MO301,27,55,47,3,20,5/20/16,,Goss' wilt,,
16GB3099,16GB,SPM 13:131397 X 1331397,,,IBMRI MO085,CFAR600,IBMRI MO085,27,56,47,3,20,5/20/16,,Goss' wilt,,
16GB3098,16GB,SPM 08:83574-selfX,,,IBMRI MO007,CFAR600,IBMRI MO007,27,57,47,3,20,5/20/16,,Goss' wilt,,
16GB3097,16GB,SPM 08:82332,,,IBMRI MO198,CFAR600,IBMRI MO198,27,58,47,3,20,5/20/16,,Goss' wilt,,
16GB3096,16GB,SPM 08:82382,,,IBMRI MO164,CFAR600,IBMRI MO164,27,59,47,3,20,5/20/16,,Goss' wilt,,
16GB3095,16GB,SPM 08:80661,,,IBMRI MO186,CFAR600,IBMRI MO186,27,60,47,3,20,5/20/16,,Goss' wilt,,
16GB3094,16GB,SPM 08:83012,,,IBMRI MO123,CFAR600,IBMRI MO123,27,61,47,3,20,5/20/16,,Goss' wilt,,
16GB3093,16GB,SPM 04:1933  ,,,IBMRI MO050,CFAR600,IBMRI MO050,27,62,47,3,20,5/20/16,,Goss' wilt,,
16GB3092,16GB,SPM 08:83299,,,IBMRI MO028 X IBMRI MO028,CFAR600,IBMRI MO028 X IBMRI MO028,27,63,47,3,20,5/20/16,,Goss' wilt,,
16GB3091,16GB,SPM 08:82337,,,IBMRI MO029,CFAR600,IBMRI MO029,27,64,47,3,20,5/20/16,,Goss' wilt,,
16GB3090,16GB,SPM 08:82359,,,IBMRI MO143,CFAR600,IBMRI MO143,27,65,46,3,20,5/20/16,,Goss' wilt,,
16GB3089,16GB,SPM 08: 80708,,,IBMRI MO354,CFAR600,IBMRI MO354,27,66,46,3,20,5/20/16,,Goss' wilt,,
16GB3088,16GB,SPM 08:82371,,,IBMRI MO019,CFAR600,IBMRI MO019,27,67,46,3,20,5/20/16,,Goss' wilt,,
16GB3087,16GB,SPM 04: 4173-4,,,IBMRI MO269,CFAR600,IBMRI MO269,27,68,46,3,20,5/20/16,,Goss' wilt,,
16GB3086,16GB,SPM 08:82426,,,IBMRI MO304,CFAR600,IBMRI MO304,27,69,46,3,20,5/20/16,,Goss' wilt,,
16GB3085,16GB,SPM 08: 82993,,,IBMRI MO347,CFAR600,IBMRI MO347,27,70,46,3,20,5/20/16,,Goss' wilt,,
16GB3084,16GB,SPM 08: 82994,,,IBMRI MO360,CFAR600,IBMRI MO360,27,71,46,3,20,5/20/16,,Goss' wilt,,
16GB3083,16GB,SPM 05:752,,,IBMRI MO035,CFAR600,IBMRI MO035,27,72,46,3,20,5/20/16,,Goss' wilt,,
16GB3082,16GB,SPM 08:83560,,,IBMRI MO025 X IBMRI MO025,CFAR600,IBMRI MO025 X IBMRI MO025,27,73,46,3,20,5/20/16,,Goss' wilt,,
16GB3081,16GB,SPM 08:83023,,,IBMRI MO182,CFAR600,IBMRI MO182,27,74,46,3,20,5/20/16,,Goss' wilt,,
16GB3153,16GB,SPM 08:82972,,,IBMRI MO230,CFAR600,IBMRI MO230,28,3,51,3,20,5/20/16,,Goss' wilt,,
16GB3154,16GB,SPM 05:756,,,IBMRI MO059,CFAR600,IBMRI MO059,28,4,51,3,20,5/20/16,,Goss' wilt,,
16GB3155,16GB,SPM 08:83024,,,IBMRI MO127,CFAR600,IBMRI MO127,28,5,51,3,20,5/20/16,,Goss' wilt,,
16GB3156,16GB,SPM 08:83570-SELFX,,,IBMRI MO202,CFAR600,IBMRI MO202,28,6,51,3,20,5/20/16,,Goss' wilt,,
16GB3157,16GB,SPM 08:80701,,,IBMRI MO054,CFAR600,IBMRI MO054,28,7,51,3,20,5/20/16,,Goss' wilt,,
16GB3158,16GB,041:55(x)-bulk,,,Mo17,CFAR600,Mo17,28,8,51,3,20,5/20/16,,Goss' wilt,,
16GB3159,16GB,041:55(x)-bulk,,,Mo17,CFAR600,Mo17,28,9,51,3,20,5/20/16,,Goss' wilt,,
16GB3160,16GB,SPM 08:82399,,,IBMRI MO205,CFAR600,IBMRI MO205,28,10,51,3,20,5/20/16,,Goss' wilt,,
16GB3161,16GB,SPM 09: 91508-SEXF,,,IBMRI MO373,CFAR600,IBMRI MO373,28,11,51,3,20,5/20/16,,Goss' wilt,,
16GB3162,16GB,SPM 08:82288,,,IBMRI MO177,CFAR600,IBMRI MO177,28,12,51,3,20,5/20/16,,Goss' wilt,,
16GB3163,16GB,SPM 08:82286,,,IBMRI MO263,CFAR600,IBMRI MO263,28,13,51,3,20,5/20/16,,Goss' wilt,,
16GB3164,16GB,SPM 08:80725,,,IBMRI MO344,CFAR600,IBMRI MO344,28,14,51,3,20,5/20/16,,Goss' wilt,,
16GB3165,16GB,SPM 08:82411,,,IBMRI MO075,CFAR600,IBMRI MO075,28,15,51,3,20,5/20/16,,Goss' wilt,,
16GB3166,16GB,SPM 04: 1658-02,,,IBMRI MO251,CFAR600,IBMRI MO251,28,16,52,3,20,5/20/16,,Goss' wilt,,
16GB3167,16GB,SPM 08:82303,,,IBMRI MO305,CFAR600,IBMRI MO305,28,17,52,3,20,5/20/16,,Goss' wilt,,
16GB3168,16GB,SPM 08:80696,,,IBMRI MO171,CFAR600,IBMRI MO171,28,18,52,3,20,5/20/16,,Goss' wilt,,
16GB3169,16GB,SPM 08:82300,,,IBMRI MO224,CFAR600,IBMRI MO224,28,19,52,3,20,5/20/16,,Goss' wilt,,
16GB3170,16GB,SPM 08:80716,,,IBMRI MO162,CFAR600,IBMRI MO162,28,20,52,3,20,5/20/16,,Goss' wilt,,
16GB3171,16GB,SPM 09:91440,,,IBMRI MO001,CFAR600,IBMRI MO001,28,21,52,3,20,5/20/16,,Goss' wilt,,
16GB3172,16GB,SPM 08:82396,,,IBMRI MO187,CFAR600,IBMRI MO187,28,22,52,3,20,5/20/16,,Goss' wilt,,
16GB3173,16GB,SPM 08:80726,,,IBMRI MO161,CFAR600,IBMRI MO161,28,23,52,3,20,5/20/16,,Goss' wilt,,
16GB3174,16GB,SPM 08:82376,,,IBMRI MO022,CFAR600,IBMRI MO022,28,24,52,3,20,5/20/16,,Goss' wilt,,
16GB3175,16GB,SPM 08: 82430,,,IBMRI MO353,CFAR600,IBMRI MO353,28,25,52,3,20,5/20/16,,Goss' wilt,,
16GB3176,16GB,SPM 08:82329,,,IBMRI MO058,CFAR600,IBMRI MO058,28,26,52,3,20,5/20/16,,Goss' wilt,,
16GB3177,16GB,SPM 08:82307,,,IBMRI MO167,CFAR600,IBMRI MO167,28,27,52,3,20,5/20/16,,Goss' wilt,,
16GB3178,16GB,SPM 08:83314,,,IBMRI MO026 X IBMRI MO026,CFAR600,IBMRI MO026 X IBMRI MO026,28,28,52,3,20,5/20/16,,Goss' wilt,,
16GB3179,16GB,SPM 08:82283,,,IBMRI MO271,CFAR600,IBMRI MO271,28,29,52,3,20,5/20/16,,Goss' wilt,,
16GB3180,16GB,SPM 08:82362,,,IBMRI MO086,CFAR600,IBMRI MO086,28,30,52,3,20,5/20/16,,Goss' wilt,,
16GB3181,16GB,SPM 08:82308,,,IBMRI MO315,CFAR600,IBMRI MO315,28,31,53,3,20,5/20/16,,Goss' wilt,,
16GB3182,16GB,SPM 08:82315,,,IBMRI MO109,CFAR600,IBMRI MO109,28,32,53,3,20,5/20/16,,Goss' wilt,,
16GB3183,16GB,SPM 05: 692,,,IBMRI MO361,CFAR600,IBMRI MO361,28,33,53,3,20,5/20/16,,Goss' wilt,,
16GB3184,16GB,SPM 04:1756,,,IBMRI MO122,CFAR600,IBMRI MO122,28,34,53,3,20,5/20/16,,Goss' wilt,,
16GB3185,16GB,SPM 08:83037,,,IBMRI MO083,CFAR600,IBMRI MO083,28,35,53,3,20,5/20/16,,Goss' wilt,,
16GB3186,16GB,SPM 08:82269,,,IBMRI MO248,CFAR600,IBMRI MO248,28,36,53,3,20,5/20/16,,Goss' wilt,,
16GB3187,16GB,SPM 08:82291,,,IBMRI MO165,CFAR600,IBMRI MO165,28,37,53,3,20,5/20/16,,Goss' wilt,,
16GB3188,16GB,SPM 08:80729,,,IBMRI MO178,CFAR600,IBMRI MO178,28,38,53,3,20,5/20/16,,Goss' wilt,,
16GB3189,16GB,SPM 08:82301,,,IBMRI MO146,CFAR600,IBMRI MO146,28,39,53,3,20,5/20/16,,Goss' wilt,,
16GB3190,16GB,SPM 08:82353,,,IBMRI MO125,CFAR600,IBMRI MO125,28,40,53,3,20,5/20/16,,Goss' wilt,,
16GB3191,16GB,011:1002-6,,,B73,CFAR600,B73,28,41,53,3,20,5/20/16,,Goss' wilt,,
16GB3192,16GB,SPM 08:82330,,,IBMRI MO118,CFAR600,IBMRI MO118,28,42,53,3,20,5/20/16,,Goss' wilt,,
16GB3193,16GB,SPM 08:82973,,,IBMRI MO132,CFAR600,IBMRI MO132,28,43,53,3,20,5/20/16,,Goss' wilt,,
16GB3194,16GB,SPM 08:82335,,,IBMRI MO087,CFAR600,IBMRI MO087,28,44,53,3,20,5/20/16,,Goss' wilt,,
16GB3195,16GB,SPM 08: 82433,,,IBMRI MO374,CFAR600,IBMRI MO374,28,45,53,3,20,5/20/16,,Goss' wilt,,
16GB3196,16GB,SPM 08: 82279,,,IBMRI MO355,CFAR600,IBMRI MO355,28,46,54,3,20,5/20/16,,Goss' wilt,,
16GB3197,16GB,SPM 08:82414,,,IBMRI MO201,CFAR600,IBMRI MO201,28,47,54,3,20,5/20/16,,Goss' wilt,,
16GB3198,16GB,SPM 08:80731,,,IBMRI MO092,CFAR600,IBMRI MO092,28,48,54,3,20,5/20/16,,Goss' wilt,,
16GB3199,16GB,SPM 08:82397,,,IBMRI MO307,CFAR600,IBMRI MO307,28,49,54,3,20,5/20/16,,Goss' wilt,,
16GB3200,16GB,SPM 08:82299,,,IBMRI MO114,CFAR600,IBMRI MO114,28,50,54,3,20,5/20/16,,Goss' wilt,,
16GB3201,16GB,SPM 08:82392,,,IBMRI MO141,CFAR600,IBMRI MO141,28,51,54,3,20,5/20/16,,Goss' wilt,,
16GB3202,16GB,SPM 08:80659,,,IBMRI MO045,CFAR600,IBMRI MO045,28,52,54,3,20,5/20/16,,Goss' wilt,,
16GB3203,16GB,SPM 08:82360,,,IBMRI MO195,CFAR600,IBMRI MO195,28,53,54,3,20,5/20/16,,Goss' wilt,,
16GB3204,16GB,SPM 08:82312,,,IBMRI MO332,CFAR600,IBMRI MO332,28,54,54,3,20,5/20/16,,Goss' wilt,,
16GB3205,16GB,SPM 04:1807,,,IBMRI MO179,CFAR600,IBMRI MO179,28,55,54,3,20,5/20/16,,Goss' wilt,,
16GB3206,16GB,041:55(x)-bulk,,,Mo17,CFAR600,Mo17,28,56,54,3,20,5/20/16,,Goss' wilt,,
16GB3207,16GB,011:1002-6,,,B73,CFAR600,B73,28,57,54,3,20,5/20/16,,Goss' wilt,,
16GB3208,16GB,SPM 04:1625,,,IBMRI MO180,CFAR600,IBMRI MO180,28,58,54,3,20,5/20/16,,Goss' wilt,,
16GB3209,16GB,SPM 08:82266,,,IBMRI MO255,CFAR600,IBMRI MO255,28,59,54,3,20,5/20/16,,Goss' wilt,,
16GB3210,16GB,SPM 04:1660-01,,,IBMRI MO212,CFAR600,IBMRI MO212,28,60,54,3,20,5/20/16,,Goss' wilt,,
16GB3211,16GB,SPM 08:82263,,,IBMRI MO044,CFAR600,IBMRI MO044,28,61,55,3,20,5/20/16,,Goss' wilt,,
16GB3212,16GB,SPM 08: 82431,,,IBMRI MO362,CFAR600,IBMRI MO362,28,62,55,3,20,5/20/16,,Goss' wilt,,
16GB3213,16GB,SPM 08:80719,,,IBMRI MO337,CFAR600,IBMRI MO337,28,63,55,3,20,5/20/16,,Goss' wilt,,
16GB3214,16GB,SPM 08:80676,,,IBMRI MO223,CFAR600,IBMRI MO223,28,64,55,3,20,5/20/16,,Goss' wilt,,
16GB3215,16GB,SPM 04:1922,,,IBMRI MO091,CFAR600,IBMRI MO091,28,65,55,3,20,5/20/16,,Goss' wilt,,
16GB3216,16GB,SPM 08: 82367,,,IBMRI MO134,CFAR600,IBMRI MO134,28,66,55,3,20,5/20/16,,Goss' wilt,,
16GB3217,16GB,SPM 08:82334,,,IBMRI MO138,CFAR600,IBMRI MO138,28,67,55,3,20,5/20/16,,Goss' wilt,,
16GB3218,16GB,SPM 04:1818,,,IBMRI MO314,CFAR600,IBMRI MO314,28,68,55,3,20,5/20/16,,Goss' wilt,,
16GB3219,16GB,SPM 08:82390,,,IBMRI MO238,CFAR600,IBMRI MO238,28,69,55,3,20,5/20/16,,Goss' wilt,,
16GB3220,16GB,SPM 08:82991,,,IBMRI MO317,CFAR600,IBMRI MO317,28,70,55,3,20,5/20/16,,Goss' wilt,,
16GB3221,16GB,SPM 08:80652,,,IBMRI MO311,CFAR600,IBMRI MO311,28,71,55,3,20,5/20/16,,Goss' wilt,,
16GB3222,16GB,SPM 08:82370,,,IBMRI MO082,CFAR600,IBMRI MO082,28,72,55,3,20,5/20/16,,Goss' wilt,,
