1,1,70,1,No Collection,No Collection,No Collection
1060,10548,3,1,NULL,Field Harvest,No comments
1061,10549,3,1,NULL,Field Harvest,No comments
1062,10550,3,1,NULL,Field Harvest,No comments
1063,10551,3,1,NULL,Field Harvest,No comments
1064,10552,3,1,NULL,Field Harvest,No comments
1065,10553,3,1,NULL,Field Harvest,No comments
1066,10554,3,1,NULL,Field Harvest,No comments
1067,10555,3,1,NULL,Field Harvest,No comments
1068,10556,3,1,NULL,Field Harvest,No comments
1069,10557,3,1,NULL,Field Harvest,No comments
1070,10558,3,1,NULL,Field Harvest,No comments
1071,10559,3,1,NULL,Field Harvest,No comments
1072,10560,3,1,NULL,Field Harvest,No comments
1073,10561,3,1,NULL,Field Harvest,No comments
1074,10562,3,1,NULL,Field Harvest,No comments
1075,10563,3,1,NULL,Field Harvest,No comments
1076,10564,3,1,NULL,Field Harvest,No comments
1077,10565,3,1,NULL,Field Harvest,No comments
1078,10566,3,1,NULL,Field Harvest,No comments
1079,10567,3,1,NULL,Field Harvest,No comments
1080,10568,3,1,NULL,Field Harvest,No comments
1081,10569,3,1,NULL,Field Harvest,No comments
1082,10570,3,1,NULL,Field Harvest,No comments
1083,10571,3,1,NULL,Field Harvest,No comments
1084,10572,3,1,NULL,Field Harvest,No comments
1085,10573,3,1,NULL,Field Harvest,No comments
1086,10574,3,1,NULL,Field Harvest,No comments
1087,10575,3,1,NULL,Field Harvest,No comments
1088,10576,3,1,NULL,Field Harvest,No comments
1089,10577,3,1,NULL,Field Harvest,No comments
1090,10578,3,1,NULL,Field Harvest,No comments
1091,10579,3,1,NULL,Field Harvest,No comments
1092,10580,3,1,NULL,Field Harvest,No comments
1093,10581,3,1,NULL,Field Harvest,No comments
1094,10582,3,1,NULL,Field Harvest,No comments
1095,10583,3,1,NULL,Field Harvest,No comments
1096,10584,3,1,NULL,Field Harvest,No comments
1097,10585,3,1,NULL,Field Harvest,No comments
1098,10586,3,1,NULL,Field Harvest,No comments
1099,10587,3,1,NULL,Field Harvest,No comments
1100,10588,3,1,NULL,Field Harvest,No comments
1101,10589,3,1,NULL,Field Harvest,No comments
1102,10590,3,1,NULL,Field Harvest,No comments
1103,10591,3,1,NULL,Field Harvest,No comments
1104,10592,3,1,NULL,Field Harvest,No comments
1105,10593,3,1,NULL,Field Harvest,No comments
1106,10594,3,1,NULL,Field Harvest,No comments
1107,10595,3,1,NULL,Field Harvest,No comments
1108,10596,3,1,NULL,Field Harvest,No comments
1109,10597,3,1,NULL,Field Harvest,No comments
1110,10598,3,1,NULL,Field Harvest,No comments
1111,10599,3,1,NULL,Field Harvest,No comments
1112,10600,3,1,NULL,Field Harvest,No comments
1113,10601,3,1,NULL,Field Harvest,No comments
1114,10602,3,1,NULL,Field Harvest,No comments
1115,10603,3,1,NULL,Field Harvest,No comments
1116,10604,3,1,NULL,Field Harvest,No comments
1117,10605,3,1,NULL,Field Harvest,No comments
1118,10606,3,1,NULL,Field Harvest,No comments
1119,10607,3,1,NULL,Field Harvest,No comments
1120,10608,3,1,NULL,Field Harvest,No comments
1121,10609,3,1,NULL,Field Harvest,No comments
1122,10610,3,1,NULL,Field Harvest,No comments
1123,10611,3,1,NULL,Field Harvest,No comments
1124,10612,3,1,NULL,Field Harvest,No comments
1125,10613,3,1,NULL,Field Harvest,No comments
1126,10614,3,1,NULL,Field Harvest,No comments
1127,10615,3,1,NULL,Field Harvest,No comments
1128,10616,3,1,NULL,Field Harvest,No comments
1129,10617,3,1,NULL,Field Harvest,No comments
1130,10618,3,1,NULL,Field Harvest,No comments
1131,10619,3,1,NULL,Field Harvest,No comments
1132,10620,3,1,NULL,Field Harvest,No comments
1133,10621,3,1,NULL,Field Harvest,No comments
1134,10622,3,1,NULL,Field Harvest,No comments
1135,10623,3,1,NULL,Field Harvest,No comments
1136,10624,3,1,NULL,Field Harvest,No comments
1137,10625,3,1,NULL,Field Harvest,No comments
1138,10626,3,1,NULL,Field Harvest,No comments
1139,10627,3,1,NULL,Field Harvest,No comments
1140,10628,3,1,NULL,Field Harvest,No comments
1141,10629,3,1,NULL,Field Harvest,No comments
1142,10630,3,1,NULL,Field Harvest,No comments
1143,10631,3,1,NULL,Field Harvest,No comments
1144,10632,3,1,NULL,Field Harvest,No comments
1145,10633,3,1,NULL,Field Harvest,No comments
1146,10634,3,1,NULL,Field Harvest,No comments
1147,10635,3,1,NULL,Field Harvest,No comments
1148,10636,3,1,NULL,Field Harvest,No comments
1149,10637,3,1,NULL,Field Harvest,No comments
1150,10638,3,1,NULL,Field Harvest,No comments
1151,10639,3,1,NULL,Field Harvest,No comments
1152,10640,3,1,NULL,Field Harvest,No comments
1153,10641,3,1,NULL,Field Harvest,No comments
1154,10642,3,1,NULL,Field Harvest,No comments
1155,10643,3,1,NULL,Field Harvest,No comments
1156,10644,3,1,NULL,Field Harvest,No comments
1157,10645,3,1,NULL,Field Harvest,No comments
1158,10646,3,1,NULL,Field Harvest,No comments
1159,10647,3,1,NULL,Field Harvest,No comments
1160,10648,3,1,NULL,Field Harvest,No comments
1161,10649,3,1,NULL,Field Harvest,No comments
1162,10650,3,1,NULL,Field Harvest,No comments
1163,10651,3,1,NULL,Field Harvest,No comments
1164,10652,3,1,NULL,Field Harvest,No comments
1165,10653,3,1,NULL,Field Harvest,No comments
1166,10654,3,1,NULL,Field Harvest,No comments
1167,10655,3,1,NULL,Field Harvest,No comments
1168,10656,3,1,NULL,Field Harvest,No comments
1169,10657,3,1,NULL,Field Harvest,No comments
1170,10658,3,1,NULL,Field Harvest,No comments
1171,10659,3,1,NULL,Field Harvest,No comments
1172,10660,3,1,NULL,Field Harvest,No comments
1173,10661,3,1,NULL,Field Harvest,No comments
1174,10662,3,1,NULL,Field Harvest,No comments
1175,10663,3,1,NULL,Field Harvest,No comments
1176,10664,3,1,NULL,Field Harvest,No comments
1177,10665,3,1,NULL,Field Harvest,No comments
1178,10666,3,1,NULL,Field Harvest,No comments
1179,10667,3,1,NULL,Field Harvest,No comments
1180,10668,3,1,NULL,Field Harvest,No comments
1181,10669,3,1,NULL,Field Harvest,No comments
1182,10670,3,1,NULL,Field Harvest,No comments
1183,10671,3,1,NULL,Field Harvest,No comments
1184,10672,3,1,NULL,Field Harvest,No comments
1185,10673,3,1,NULL,Field Harvest,No comments
1186,10674,3,1,NULL,Field Harvest,No comments
1187,10675,3,1,NULL,Field Harvest,No comments
1188,10676,3,1,NULL,Field Harvest,No comments
1189,10677,3,1,NULL,Field Harvest,No comments
1190,10678,3,1,NULL,Field Harvest,No comments
1191,10679,3,1,NULL,Field Harvest,No comments
1192,10680,3,1,NULL,Field Harvest,No comments
1193,10681,3,1,NULL,Field Harvest,No comments
1194,10682,3,1,NULL,Field Harvest,No comments
1195,10683,3,1,NULL,Field Harvest,No comments
1196,10684,3,1,NULL,Field Harvest,No comments
1197,10685,3,1,NULL,Field Harvest,No comments
1198,10686,3,1,NULL,Field Harvest,No comments
1199,10687,3,1,NULL,Field Harvest,No comments
1200,10688,3,1,NULL,Field Harvest,No comments
1201,10689,3,1,NULL,Field Harvest,No comments
1202,10690,3,1,NULL,Field Harvest,No comments
1203,10691,3,1,NULL,Field Harvest,No comments
1204,10692,3,1,NULL,Field Harvest,No comments
1205,10693,3,1,NULL,Field Harvest,No comments
1206,10694,3,1,NULL,Field Harvest,No comments
1207,10695,3,1,NULL,Field Harvest,No comments
1208,10696,3,1,NULL,Field Harvest,No comments
1209,10697,3,1,NULL,Field Harvest,No comments
1210,10698,3,1,NULL,Field Harvest,No comments
1211,10699,3,1,NULL,Field Harvest,No comments
1212,10700,3,1,NULL,Field Harvest,No comments
1213,10701,3,1,NULL,Field Harvest,No comments
1214,10702,3,1,NULL,Field Harvest,No comments
1215,10703,3,1,NULL,Field Harvest,No comments
1216,10704,3,1,NULL,Field Harvest,No comments
1217,10705,3,1,NULL,Field Harvest,No comments
1218,10706,3,1,NULL,Field Harvest,No comments
1219,10707,3,1,NULL,Field Harvest,No comments
1220,10708,3,1,NULL,Field Harvest,No comments
1221,10709,3,1,NULL,Field Harvest,No comments
1222,10710,3,1,NULL,Field Harvest,No comments
1223,10711,3,1,NULL,Field Harvest,No comments
1224,10712,3,1,NULL,Field Harvest,No comments
1225,10713,3,1,NULL,Field Harvest,No comments
1226,10714,10,1,NULL,Field Harvest,No comments
1227,10715,10,1,NULL,Field Harvest,No comments
1228,10716,10,1,NULL,Field Harvest,No comments
1229,10717,10,1,NULL,Field Harvest,No comments
1230,10718,10,1,NULL,Field Harvest,No comments
1231,10719,10,1,NULL,Field Harvest,No comments
1232,10720,10,1,NULL,Field Harvest,No comments
1233,10721,10,1,NULL,Field Harvest,No comments
1234,10722,10,1,NULL,Field Harvest,No comments
1235,10723,10,1,NULL,Field Harvest,No comments
1236,10724,10,1,NULL,Field Harvest,No comments
1237,10725,10,1,NULL,Field Harvest,No comments
1238,10728,10,1,NULL,Field Harvest,No comments
1239,10729,10,1,NULL,Field Harvest,No comments
1240,10730,10,1,NULL,Field Harvest,No comments
1241,10731,10,1,NULL,Field Harvest,No comments
1242,10732,10,1,NULL,Field Harvest,No comments
1243,10733,10,1,NULL,Field Harvest,No comments
1244,10734,10,1,NULL,Field Harvest,No comments
1245,10735,10,1,NULL,Field Harvest,No comments
1246,10736,10,1,NULL,Field Harvest,No comments
1247,10737,10,1,NULL,Field Harvest,No comments
1248,10738,10,1,NULL,Field Harvest,No comments
1249,10739,10,1,NULL,Field Harvest,No comments
1250,10740,72,1,NULL,Field Harvest,No comments
1251,10741,72,1,NULL,Field Harvest,No comments
1252,10742,72,1,NULL,Field Harvest,No comments
1253,10743,72,1,NULL,Field Harvest,No comments
1254,10744,72,1,NULL,Field Harvest,No comments
1255,10745,72,1,NULL,Field Harvest,No comments
1256,10746,72,1,NULL,Field Harvest,No comments
1257,10747,72,1,NULL,Field Harvest,No comments
1258,10748,72,1,NULL,Field Harvest,No comments
1259,10749,72,1,NULL,Field Harvest,No comments
1260,10750,72,1,NULL,Field Harvest,No comments
1261,10751,72,1,NULL,Field Harvest,No comments
1262,10752,72,1,NULL,Field Harvest,No comments
1263,10753,72,1,NULL,Field Harvest,No comments
1264,10754,72,1,NULL,Field Harvest,No comments
1265,10755,72,1,NULL,Field Harvest,No comments
1266,10756,72,1,NULL,Field Harvest,No comments
1267,10757,72,1,NULL,Field Harvest,No comments
1268,10758,72,1,NULL,Field Harvest,No comments
1269,10759,72,1,NULL,Field Harvest,No comments
1270,10760,72,1,NULL,Field Harvest,No comments
1271,10761,72,1,NULL,Field Harvest,No comments
1272,10762,72,1,NULL,Field Harvest,No comments
1273,10763,72,1,NULL,Field Harvest,No comments
1274,10764,72,1,NULL,Field Harvest,No comments
1275,10765,72,1,NULL,Field Harvest,No comments
1276,10766,72,1,NULL,Field Harvest,No comments
1277,10767,72,1,NULL,Field Harvest,No comments
1278,10768,72,1,NULL,Field Harvest,No comments
1279,10769,72,1,NULL,Field Harvest,No comments
1280,10770,72,1,NULL,Field Harvest,No comments
1281,10771,72,1,NULL,Field Harvest,No comments
1282,10772,72,1,NULL,Field Harvest,No comments
1283,10773,72,1,NULL,Field Harvest,No comments
1284,10774,72,1,NULL,Field Harvest,No comments
1285,10775,72,1,NULL,Field Harvest,No comments
1286,10776,72,1,NULL,Field Harvest,No comments
1287,16865,3,1,NULL,Field Harvest,No comments
1288,16866,3,1,NULL,Field Harvest,No comments
1289,16867,3,1,NULL,Field Harvest,No comments
1290,16868,3,1,NULL,Field Harvest,No comments
1291,16869,3,1,NULL,Field Harvest,No comments
1292,16870,3,1,NULL,Field Harvest,No comments
1293,16871,3,1,NULL,Field Harvest,No comments
1294,16872,3,1,NULL,Field Harvest,No comments
1295,16873,3,1,NULL,Field Harvest,No comments
1296,16874,3,1,NULL,Field Harvest,No comments
1297,16876,3,1,NULL,Field Harvest,No comments
1298,16877,3,1,NULL,Field Harvest,No comments
1299,16878,3,1,NULL,Field Harvest,No comments
1300,16879,3,1,NULL,Field Harvest,No comments
1301,16880,3,1,NULL,Field Harvest,No comments
1302,16883,3,1,NULL,Field Harvest,No comments
1303,16884,3,1,NULL,Field Harvest,No comments
1304,16885,3,1,NULL,Field Harvest,No comments
1305,16886,3,1,NULL,Field Harvest,No comments
1306,16887,3,1,NULL,Field Harvest,No comments
1307,16888,3,1,NULL,Field Harvest,No comments
1308,16889,3,1,NULL,Field Harvest,No comments
1309,16890,3,1,NULL,Field Harvest,No comments
1310,16891,3,1,NULL,Field Harvest,No comments
1311,16892,3,1,NULL,Field Harvest,No comments
1312,16893,3,1,NULL,Field Harvest,No comments
1313,16894,3,1,NULL,Field Harvest,No comments
1314,16896,3,1,NULL,Field Harvest,No comments
1315,16897,3,1,NULL,Field Harvest,No comments
1316,16899,3,1,NULL,Field Harvest,No comments
1317,16900,3,1,NULL,Field Harvest,No comments
1318,16901,3,1,NULL,Field Harvest,No comments
1319,16902,3,1,NULL,Field Harvest,No comments
1320,16903,3,1,NULL,Field Harvest,No comments
1321,16904,3,1,NULL,Field Harvest,No comments
1322,16905,3,1,NULL,Field Harvest,No comments
1323,16906,3,1,NULL,Field Harvest,No comments
1324,16908,3,1,NULL,Field Harvest,No comments
1325,16909,3,1,NULL,Field Harvest,No comments
1326,16910,3,1,NULL,Field Harvest,No comments
1327,16911,3,1,NULL,Field Harvest,No comments
1328,16912,3,1,NULL,Field Harvest,No comments
1329,16913,3,1,NULL,Field Harvest,No comments
1330,16914,3,1,NULL,Field Harvest,No comments
1331,16915,3,1,NULL,Field Harvest,No comments
1332,16917,3,1,NULL,Field Harvest,No comments
1333,16918,3,1,NULL,Field Harvest,No comments
1334,16919,3,1,NULL,Field Harvest,No comments
1335,16920,72,1,NULL,Field Harvest,No comments
1336,16921,3,1,NULL,Field Harvest,No comments
1337,16922,3,1,NULL,Field Harvest,No comments
1338,16923,3,1,NULL,Field Harvest,No comments
1339,16925,3,1,NULL,Field Harvest,No comments
1340,16926,3,1,NULL,Field Harvest,No comments
1341,16927,3,1,NULL,Field Harvest,No comments
1342,16928,3,1,NULL,Field Harvest,No comments
1343,16929,3,1,NULL,Field Harvest,No comments
1344,16930,3,1,NULL,Field Harvest,No comments
1345,16931,3,1,NULL,Field Harvest,No comments
1346,16932,3,1,NULL,Field Harvest,No comments
1347,16934,3,1,NULL,Field Harvest,No comments
1348,16935,3,1,NULL,Field Harvest,No comments
1349,16936,3,1,NULL,Field Harvest,No comments
1350,16937,3,1,NULL,Field Harvest,No comments
1351,16938,3,1,NULL,Field Harvest,No comments
1352,16939,3,1,NULL,Field Harvest,No comments
1353,16940,3,1,NULL,Field Harvest,No comments
1354,16941,3,1,NULL,Field Harvest,No comments
1355,16942,3,1,NULL,Field Harvest,No comments
1356,16943,3,1,NULL,Field Harvest,No comments
1357,16944,3,1,NULL,Field Harvest,No comments
1358,16945,3,1,NULL,Field Harvest,No comments
1359,16947,3,1,NULL,Field Harvest,No comments
1360,16948,3,1,NULL,Field Harvest,No comments
1361,16949,3,1,NULL,Field Harvest,No comments
1362,16950,3,1,NULL,Field Harvest,No comments
1363,16951,3,1,NULL,Field Harvest,No comments
1364,16952,3,1,NULL,Field Harvest,No comments
1365,16953,3,1,NULL,Field Harvest,No comments
1366,16954,3,1,NULL,Field Harvest,No comments
1367,16955,3,1,NULL,Field Harvest,No comments
1368,16958,3,1,NULL,Field Harvest,No comments
1369,16959,3,1,NULL,Field Harvest,No comments
1370,16960,3,1,NULL,Field Harvest,No comments
1371,16961,3,1,NULL,Field Harvest,No comments
1372,16962,3,1,NULL,Field Harvest,No comments
1373,16963,72,1,NULL,Field Harvest,No comments
1374,16964,3,1,NULL,Field Harvest,No comments
1375,16965,3,1,NULL,Field Harvest,No comments
1376,16966,3,1,NULL,Field Harvest,No comments
1377,16967,3,1,NULL,Field Harvest,No comments
1378,16969,3,1,NULL,Field Harvest,No comments
1379,16970,3,1,NULL,Field Harvest,No comments
1380,16971,3,1,NULL,Field Harvest,No comments
1381,16972,3,1,NULL,Field Harvest,No comments
1382,16973,3,1,NULL,Field Harvest,No comments
1383,16974,3,1,NULL,Field Harvest,No comments
1384,16975,3,1,NULL,Field Harvest,No comments
1385,16976,3,1,NULL,Field Harvest,No comments
1386,16977,3,1,NULL,Field Harvest,No comments
1387,16978,3,1,NULL,Field Harvest,No comments
1388,16979,3,1,NULL,Field Harvest,No comments
1389,16980,3,1,NULL,Field Harvest,No comments
1390,16982,3,1,NULL,Field Harvest,No comments
1391,16983,3,1,NULL,Field Harvest,No comments
1392,16985,3,1,NULL,Field Harvest,No comments
1393,16986,3,1,NULL,Field Harvest,No comments
1394,16988,3,1,NULL,Field Harvest,No comments
1395,16989,3,1,NULL,Field Harvest,No comments
1396,16990,3,1,NULL,Field Harvest,No comments
1397,16991,3,1,NULL,Field Harvest,No comments
1398,16992,3,1,NULL,Field Harvest,No comments
1399,16994,3,1,NULL,Field Harvest,No comments
1400,16995,3,1,NULL,Field Harvest,No comments
1401,16996,3,1,NULL,Field Harvest,No comments
1402,16997,3,1,NULL,Field Harvest,No comments
1403,16998,3,1,NULL,Field Harvest,No comments
1404,17000,3,1,NULL,Field Harvest,No comments
1405,17001,3,1,NULL,Field Harvest,No comments
1406,17002,3,1,NULL,Field Harvest,No comments
1407,17003,3,1,NULL,Field Harvest,No comments
1408,17004,3,1,NULL,Field Harvest,No comments
1409,17005,3,1,NULL,Field Harvest,No comments
1410,17006,3,1,NULL,Field Harvest,No comments
1411,17007,3,1,NULL,Field Harvest,No comments
1412,17008,3,1,NULL,Field Harvest,No comments
1413,17009,3,1,NULL,Field Harvest,No comments
1414,17010,3,1,NULL,Field Harvest,No comments
1415,17012,3,1,NULL,Field Harvest,No comments
1416,17013,3,1,NULL,Field Harvest,No comments
1417,17014,3,1,NULL,Field Harvest,No comments
1418,17016,3,1,NULL,Field Harvest,No comments
1419,17017,3,1,NULL,Field Harvest,No comments
1420,17018,3,1,NULL,Field Harvest,No comments
1421,17019,3,1,NULL,Field Harvest,No comments
1422,17020,3,1,NULL,Field Harvest,No comments
1423,17021,3,1,NULL,Field Harvest,No comments
1424,17022,3,1,NULL,Field Harvest,No comments
1425,17023,3,1,NULL,Field Harvest,No comments
1426,17024,3,1,NULL,Field Harvest,No comments
1427,17025,3,1,NULL,Field Harvest,No comments
1428,17026,3,1,NULL,Field Harvest,No comments
1429,17028,3,1,NULL,Field Harvest,No comments
1430,17029,3,1,NULL,Field Harvest,No comments
1431,17030,3,1,NULL,Field Harvest,No comments
1432,17031,3,1,NULL,Field Harvest,No comments
1433,17032,3,1,NULL,Field Harvest,No comments
1434,17033,3,1,NULL,Field Harvest,No comments
1435,17034,3,1,NULL,Field Harvest,No comments
1436,17035,3,1,NULL,Field Harvest,No comments
1437,17036,3,1,NULL,Field Harvest,No comments
1438,17037,3,1,NULL,Field Harvest,No comments
1439,17038,3,1,NULL,Field Harvest,No comments
1440,17039,3,1,NULL,Field Harvest,No comments
1441,17040,3,1,NULL,Field Harvest,No comments
1442,17041,3,1,NULL,Field Harvest,No comments
1443,17042,3,1,NULL,Field Harvest,No comments
1444,17043,3,1,NULL,Field Harvest,No comments
1445,17045,3,1,NULL,Field Harvest,No comments
1446,17046,3,1,NULL,Field Harvest,No comments
1447,17047,3,1,NULL,Field Harvest,No comments
1448,17048,3,1,NULL,Field Harvest,No comments
1449,17050,3,1,NULL,Field Harvest,No comments
1450,17051,3,1,NULL,Field Harvest,No comments
1451,17053,3,1,NULL,Field Harvest,No comments
1452,17054,3,1,NULL,Field Harvest,No comments
1453,17055,3,1,NULL,Field Harvest,No comments
1454,17056,3,1,NULL,Field Harvest,No comments
1455,17057,3,1,NULL,Field Harvest,No comments
1456,17058,3,1,NULL,Field Harvest,No comments
1457,17059,3,1,NULL,Field Harvest,No comments
1458,17060,3,1,NULL,Field Harvest,No comments
1459,17061,3,1,NULL,Field Harvest,No comments
1460,17062,3,1,NULL,Field Harvest,No comments
1461,17063,3,1,NULL,Field Harvest,No comments
1462,17064,3,1,NULL,Field Harvest,No comments
1463,17065,3,1,NULL,Field Harvest,No comments
1464,17067,3,1,NULL,Field Harvest,No comments
1465,17068,3,1,NULL,Field Harvest,No comments
1466,17069,72,1,NULL,Field Harvest,No comments
1467,17070,3,1,NULL,Field Harvest,No comments
1468,17071,3,1,NULL,Field Harvest,No comments
1469,17072,3,1,NULL,Field Harvest,No comments
1470,17073,3,1,NULL,Field Harvest,No comments
1471,17074,3,1,NULL,Field Harvest,No comments
1472,17076,3,1,NULL,Field Harvest,No comments
1473,17077,3,1,NULL,Field Harvest,No comments
1474,17079,3,1,NULL,Field Harvest,No comments
1475,17080,3,1,NULL,Field Harvest,No comments
1476,17081,3,1,NULL,Field Harvest,No comments
1477,17082,3,1,NULL,Field Harvest,No comments
1478,17083,3,1,NULL,Field Harvest,No comments
1479,17084,3,1,NULL,Field Harvest,No comments
1480,17085,3,1,NULL,Field Harvest,No comments
1481,17086,3,1,NULL,Field Harvest,No comments
1482,17087,3,1,NULL,Field Harvest,No comments
1483,17088,3,1,NULL,Field Harvest,No comments
1484,17089,3,1,NULL,Field Harvest,No comments
1485,17090,3,1,NULL,Field Harvest,No comments
1486,17091,3,1,NULL,Field Harvest,No comments
1487,17092,3,1,NULL,Field Harvest,No comments
1488,17093,3,1,NULL,Field Harvest,No comments
1489,17094,3,1,NULL,Field Harvest,No comments
1490,17095,3,1,NULL,Field Harvest,No comments
1491,17096,3,1,NULL,Field Harvest,No comments
1492,17097,3,1,NULL,Field Harvest,No comments
1493,17100,3,1,NULL,Field Harvest,No comments
1494,17101,3,1,NULL,Field Harvest,No comments
1495,17102,3,1,NULL,Field Harvest,No comments
1496,17104,3,1,NULL,Field Harvest,No comments
1497,17105,3,1,NULL,Field Harvest,No comments
1498,17106,3,1,NULL,Field Harvest,No comments
1499,17107,3,1,NULL,Field Harvest,No comments
1500,17108,3,1,NULL,Field Harvest,No comments
1501,17109,3,1,NULL,Field Harvest,No comments
1502,17110,3,1,NULL,Field Harvest,No comments
1503,17111,3,1,NULL,Field Harvest,No comments
1504,17112,3,1,NULL,Field Harvest,No comments
1505,17113,3,1,NULL,Field Harvest,No comments
1506,17114,3,1,NULL,Field Harvest,No comments
1507,17115,3,1,NULL,Field Harvest,No comments
1508,17116,3,1,NULL,Field Harvest,No comments
1509,17117,3,1,NULL,Field Harvest,No comments
1510,17119,3,1,NULL,Field Harvest,No comments
1511,17120,3,1,NULL,Field Harvest,No comments
1512,17121,3,1,NULL,Field Harvest,No comments
1513,17123,72,1,NULL,Field Harvest,No comments
1514,17124,3,1,NULL,Field Harvest,No comments
1515,17126,3,1,NULL,Field Harvest,No comments
1516,17127,3,1,NULL,Field Harvest,No comments
1517,17128,3,1,NULL,Field Harvest,No comments
1518,17130,3,1,NULL,Field Harvest,No comments
1519,17131,3,1,NULL,Field Harvest,No comments
1520,17132,3,1,NULL,Field Harvest,No comments
1521,17133,3,1,NULL,Field Harvest,No comments
1522,17134,3,1,NULL,Field Harvest,No comments
1523,17135,3,1,NULL,Field Harvest,No comments
1524,17136,3,1,NULL,Field Harvest,No comments
1525,17137,3,1,NULL,Field Harvest,No comments
1526,17138,3,1,NULL,Field Harvest,No comments
1527,17139,3,1,NULL,Field Harvest,No comments
1528,17141,3,1,NULL,Field Harvest,No comments
1529,17142,3,1,NULL,Field Harvest,No comments
1530,17143,3,1,NULL,Field Harvest,No comments
1531,17144,3,1,NULL,Field Harvest,No comments
1532,17145,3,1,NULL,Field Harvest,No comments
1533,17146,3,1,NULL,Field Harvest,No comments
1534,17147,3,1,NULL,Field Harvest,No comments
1535,17148,3,1,NULL,Field Harvest,No comments
1536,17149,3,1,NULL,Field Harvest,No comments
1537,17150,3,1,NULL,Field Harvest,No comments
1538,17152,3,1,NULL,Field Harvest,No comments
1539,17153,3,1,NULL,Field Harvest,No comments
1540,17154,3,1,NULL,Field Harvest,No comments
1541,17155,3,1,NULL,Field Harvest,No comments
1542,17156,3,1,NULL,Field Harvest,No comments
1543,17157,3,1,NULL,Field Harvest,No comments
1544,17158,3,1,NULL,Field Harvest,No comments
1545,17159,3,1,NULL,Field Harvest,No comments
1546,17160,3,1,NULL,Field Harvest,No comments
1547,17161,3,1,NULL,Field Harvest,No comments
1548,17162,3,1,NULL,Field Harvest,No comments
1549,17163,3,1,NULL,Field Harvest,No comments
1550,17164,3,1,NULL,Field Harvest,No comments
1551,17168,3,1,NULL,Field Harvest,No comments
1552,17169,3,1,NULL,Field Harvest,No comments
1553,17170,3,1,NULL,Field Harvest,No comments
1554,17171,3,1,NULL,Field Harvest,No comments
1555,17172,3,1,NULL,Field Harvest,No comments
1556,17173,3,1,NULL,Field Harvest,No comments
1557,17174,3,1,NULL,Field Harvest,No comments
1558,17175,3,1,NULL,Field Harvest,No comments
1559,17176,3,1,NULL,Field Harvest,No comments
1560,17177,3,1,NULL,Field Harvest,No comments
1561,17178,3,1,NULL,Field Harvest,No comments
1562,17180,3,1,NULL,Field Harvest,No comments
1563,17181,3,1,NULL,Field Harvest,No comments
1564,17183,3,1,NULL,Field Harvest,No comments
1565,17184,3,1,NULL,Field Harvest,No comments
1566,17185,3,1,NULL,Field Harvest,No comments
1567,17186,3,1,NULL,Field Harvest,No comments
1568,17187,3,1,NULL,Field Harvest,No comments
1569,17188,3,1,NULL,Field Harvest,No comments
1570,17189,3,1,NULL,Field Harvest,No comments
1571,17190,3,1,NULL,Field Harvest,No comments
1572,17191,3,1,NULL,Field Harvest,No comments
1573,17192,3,1,NULL,Field Harvest,No comments
1574,17193,3,1,NULL,Field Harvest,No comments
1575,17194,3,1,NULL,Field Harvest,No comments
1576,17195,3,1,NULL,Field Harvest,No comments
1577,17197,3,1,NULL,Field Harvest,No comments
1578,17198,3,1,NULL,Field Harvest,No comments
1579,17199,3,1,NULL,Field Harvest,No comments
1580,17200,3,1,NULL,Field Harvest,No comments
1581,17201,3,1,NULL,Field Harvest,No comments
1582,17202,3,1,NULL,Field Harvest,No comments
1583,17203,3,1,NULL,Field Harvest,No comments
1584,17204,3,1,NULL,Field Harvest,No comments
1585,17206,3,1,NULL,Field Harvest,No comments
1586,17207,3,1,NULL,Field Harvest,No comments
1587,17208,3,1,NULL,Field Harvest,No comments
1588,17209,3,1,NULL,Field Harvest,No comments
1589,17211,3,1,NULL,Field Harvest,No comments
1590,17212,3,1,NULL,Field Harvest,No comments
1591,17213,3,1,NULL,Field Harvest,No comments
1592,17214,3,1,NULL,Field Harvest,No comments
1593,17215,3,1,NULL,Field Harvest,No comments
1594,17216,3,1,NULL,Field Harvest,No comments
1595,17218,3,1,NULL,Field Harvest,No comments
1596,17219,3,1,NULL,Field Harvest,No comments
1597,17220,3,1,NULL,Field Harvest,No comments
1598,17221,3,1,NULL,Field Harvest,No comments
1599,17222,3,1,NULL,Field Harvest,No comments
1600,17223,3,1,NULL,Field Harvest,No comments
1601,17224,72,1,NULL,Field Harvest,No comments
1602,17225,3,1,NULL,Field Harvest,No comments
1603,17226,3,1,NULL,Field Harvest,No comments
1604,17227,3,1,NULL,Field Harvest,No comments
1605,17228,3,1,NULL,Field Harvest,No comments
1606,17229,3,1,NULL,Field Harvest,No comments
1607,17231,3,1,NULL,Field Harvest,No comments
1608,17232,3,1,NULL,Field Harvest,No comments
1609,17233,3,1,NULL,Field Harvest,No comments
1610,17234,3,1,NULL,Field Harvest,No comments
1611,17235,3,1,NULL,Field Harvest,No comments
1612,17236,3,1,NULL,Field Harvest,No comments
1613,17238,3,1,NULL,Field Harvest,No comments
1614,17239,3,1,NULL,Field Harvest,No comments
1615,17240,3,1,NULL,Field Harvest,No comments
1616,17241,3,1,NULL,Field Harvest,No comments
1617,17242,3,1,NULL,Field Harvest,No comments
1618,17243,3,1,NULL,Field Harvest,No comments
